0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0333,0.1000,0.0130,0.0000,0.1490,0.1000,0.0600,0.0320,0.0875,0.1660,0.0300,0.1000,0.1000,0.0000,0.0000,0.5260,0.0000,0.1500,0.0000,0.0000,0.0000,0,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0333,0.1000,0.0130,0.0000,0.1490,0.1000,0.0600,0.0320,0.0875,0.1660,0.0300,0.1000,0.1000,0.0000,0.0000,0.5260,0.2000,0.1000,0.0000,0.0000,0.0000,0,0
0.1000,0.0167,0.0875,0.0000,0.0000,0.1000,0.0500,0.0500,0.0260,0.0625,0.0600,0.0150,0.1000,0.0333,0.1000,0.0130,0.0000,0.1490,0.1000,0.0600,0.0320,0.0875,0.1660,0.0300,0.1000,0.0500,0.0000,0.0000,0.5510,0.0000,0.1500,0.0000,0.0000,0.0800,1,0
0.1000,0.0333,0.1000,0.0130,0.0000,0.1490,0.1000,0.0600,0.0320,0.0875,0.1660,0.0300,0.1000,0.0167,0.0875,0.0000,0.0000,0.1000,0.0500,0.0500,0.0260,0.0625,0.0600,0.0150,0.1000,0.0745,0.1000,0.0000,0.5387,0.1000,0.1250,0.0000,0.0000,0.1600,0,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0075,0.1000,0.0333,0.1125,0.0260,0.0164,0.0270,0.1500,0.0600,0.0320,0.0875,0.3660,0.0450,0.2000,0.1000,0.0000,0.0000,0.8535,0.0000,0.1250,0.0000,0.0000,0.0000,0,0
0.1000,0.0167,0.0875,0.0000,0.0000,0.1000,0.0500,0.0500,0.0260,0.0625,0.0700,0.0150,0.1000,0.0333,0.1125,0.0260,0.0164,0.0270,0.1500,0.0600,0.0320,0.0875,0.3660,0.0450,0.2000,0.0500,0.0000,0.0000,0.8785,0.0000,0.2500,0.0000,0.0000,0.0800,0,0
0.1000,0.0333,0.1125,0.0260,0.0164,0.2000,0.1500,0.0600,0.0320,0.0750,0.3040,0.0350,0.1000,0.0333,0.1125,0.0260,0.0164,0.0270,0.1500,0.0600,0.0320,0.0875,0.3660,0.0450,0.2000,0.1500,0.0000,0.0000,0.8285,0.3000,0.1167,0.0000,0.0000,0.1000,1,0
0.1000,0.0333,0.1125,0.0260,0.0164,0.0270,0.1500,0.0600,0.0320,0.0875,0.3660,0.0450,0.1000,0.0333,0.1125,0.0260,0.0164,0.2000,0.1500,0.0600,0.0320,0.0750,0.3040,0.0350,0.2000,0.1135,0.1000,0.1000,0.8468,0.2000,0.1000,0.0000,0.0000,0.1200,0,0
0.1000,0.0167,0.1000,0.0000,0.0000,0.1000,0.0500,0.0500,0.0860,0.0625,0.0400,0.0250,0.1000,0.0333,0.1375,0.0390,0.0328,0.1000,0.1500,0.0600,0.0720,0.1250,0.5820,0.0600,0.3000,0.0500,0.0000,0.0000,0.9125,0.0000,0.1000,0.0500,0.0000,0.0800,0,0
0.1000,0.0333,0.1125,0.0260,0.0164,0.2000,0.1500,0.0600,0.0320,0.0750,0.4260,0.0425,0.1000,0.0333,0.1375,0.0390,0.0328,0.1000,0.1500,0.0600,0.0720,0.1250,0.5820,0.0600,0.3000,0.1500,0.0000,0.0000,0.8625,0.1000,0.2000,0.0000,0.0000,0.1000,0,0
0.1000,0.0500,0.1250,0.0260,0.0328,0.1760,0.2000,0.0700,0.0780,0.1250,0.2780,0.0525,0.1000,0.0333,0.1375,0.0390,0.0328,0.1000,0.1500,0.0600,0.0720,0.1250,0.5820,0.0600,0.3000,0.1880,0.1000,0.0000,0.8435,0.2000,0.1125,0.0500,0.0000,0.0700,1,0
0.1000,0.0333,0.1375,0.0390,0.0328,0.1000,0.1500,0.0600,0.0720,0.1250,0.5820,0.0600,0.1000,0.0500,0.1250,0.0260,0.0328,0.1760,0.2000,0.0700,0.0780,0.1250,0.2780,0.0525,0.3000,0.1500,0.0000,0.0000,0.8625,0.2000,0.0667,0.0500,0.0000,0.0700,0,0
0.1000,0.0333,0.1375,0.0260,0.0328,0.1000,0.1000,0.0600,0.1120,0.0625,0.1900,0.0550,0.1000,0.0500,0.1625,0.0649,0.0492,0.1250,0.2000,0.0700,0.0780,0.1625,0.7020,0.0825,0.4000,0.1000,0.0000,0.0000,1.0568,0.0000,0.3000,0.0500,0.0000,0.0000,0,0
0.1000,0.0500,0.1250,0.0390,0.0328,0.2000,0.2000,0.0700,0.0780,0.1000,0.2900,0.0600,0.1000,0.0500,0.1625,0.0649,0.0492,0.1250,0.2000,0.0700,0.0780,0.1625,0.7020,0.0825,0.4000,0.2000,0.0000,0.0000,1.0067,0.2000,0.0875,0.0500,0.0000,0.1300,0,0
0.1000,0.0667,0.1375,0.0390,0.0492,0.3660,0.3500,0.0800,0.0840,0.1375,0.5900,0.0725,0.1000,0.0500,0.1625,0.0649,0.0492,0.1250,0.2000,0.0700,0.0780,0.1625,0.7020,0.0825,0.4000,0.3230,0.2000,0.0000,0.9453,0.4000,0.0857,0.0500,0.0000,0.0700,1,0
0.1000,0.0500,0.1625,0.0649,0.0492,0.1250,0.2000,0.0700,0.0780,0.1625,0.7020,0.0825,0.1000,0.0667,0.1375,0.0390,0.0492,0.3660,0.3500,0.0800,0.0840,0.1375,0.5900,0.0725,0.4000,0.2000,0.0000,0.0000,1.0068,0.3000,0.1625,0.1000,0.0000,0.1300,0,0
0.1000,0.0500,0.1500,0.0390,0.0656,0.1880,0.2000,0.0700,0.0980,0.0625,0.3920,0.0825,0.1000,0.0667,0.2000,0.0779,0.0656,0.4000,0.4000,0.0800,0.0840,0.1250,0.3194,0.0975,0.5000,0.1690,0.1000,0.1000,1.3802,0.1000,0.2000,0.0500,0.0000,0.0800,0,0
0.1000,0.0500,0.1375,0.0519,0.0492,0.5250,0.4500,0.0700,0.0780,0.1125,0.5060,0.0725,0.1000,0.0667,0.2000,0.0779,0.0656,0.4000,0.4000,0.0800,0.0840,0.1250,0.3194,0.0975,0.5000,0.4500,0.0000,0.0000,1.2397,0.2000,0.1944,0.0500,0.0000,0.0700,0,0
0.1000,0.0667,0.1625,0.0649,0.0656,0.5350,0.4500,0.0800,0.0840,0.1375,0.7666,0.0900,0.1000,0.0667,0.2000,0.0779,0.0656,0.4000,0.4000,0.0800,0.0840,0.1250,0.3194,0.0975,0.5000,0.4155,0.3000,0.0000,1.2570,0.2000,0.1556,0.0500,0.0000,0.1300,1,0
0.1000,0.0667,0.2000,0.0779,0.0656,0.4000,0.4000,0.0800,0.0840,0.1250,0.3194,0.0975,0.1000,0.0667,0.1625,0.0649,0.0656,0.5350,0.4500,0.0800,0.0840,0.1375,0.7666,0.0900,0.5000,0.4000,0.0000,0.0000,1.2647,0.5000,0.1437,0.1000,0.0000,0.0700,0,0
0.1000,0.0667,0.1625,0.0519,0.0656,0.2750,0.3000,0.0800,0.1240,0.1000,0.1304,0.1000,0.1000,0.0667,0.2125,0.0909,0.0656,0.7500,0.5500,0.0800,0.0840,0.1625,1.1406,0.1025,0.6000,0.3000,0.0000,0.0000,1.6552,0.0000,0.2917,0.1000,0.0000,0.0000,0,0
0.1000,0.0667,0.1500,0.0649,0.0656,0.8150,0.6500,0.0880,0.0924,0.0688,0.6460,0.0875,0.1000,0.0667,0.2125,0.0909,0.0656,0.7500,0.5500,0.0800,0.0840,0.1625,1.1406,0.1025,0.6000,0.6500,0.0000,0.2000,1.4803,0.5000,0.1462,0.0500,0.0000,0.1300,0,0
0.1000,0.0833,0.1750,0.0779,0.0656,0.6260,0.5500,0.0900,0.0900,0.1500,0.1690,0.1025,0.1000,0.0667,0.2125,0.0909,0.0656,0.7500,0.5500,0.0800,0.0840,0.1625,1.1406,0.1025,0.6000,0.4950,0.5000,0.0000,1.5577,0.5000,0.1045,0.1000,0.0000,0.1200,1,0
0.1000,0.0667,0.2125,0.0909,0.0656,0.7500,0.5500,0.0800,0.0840,0.1625,1.1406,0.1025,0.1000,0.0833,0.1750,0.0779,0.0656,0.6260,0.5500,0.0900,0.0900,0.1500,0.1690,0.1025,0.6000,0.5500,0.0000,0.0000,1.5302,0.6000,0.0955,0.1000,0.0000,0.1200,0,0
0.1000,0.0667,0.1750,0.0649,0.0984,0.3850,0.4000,0.0760,0.1178,0.0950,0.1472,0.1025,0.2000,0.1333,0.2750,0.0909,0.0984,0.8576,0.6000,0.1140,0.1026,0.1781,0.3141,0.1300,0.7000,0.3925,0.1000,0.0000,1.8100,0.2000,0.2250,0.1000,0.1000,0.3000,0,0
0.1000,0.0667,0.1625,0.0779,0.0656,0.9800,0.6500,0.0836,0.0878,0.1045,0.3250,0.0875,0.2000,0.1333,0.2750,0.0909,0.0984,0.8576,0.6000,0.1140,0.1026,0.1781,0.3141,0.1300,0.7000,0.6500,0.0000,0.0000,1.6812,0.6000,0.1038,0.1000,0.0000,0.1300,0,0
0.2000,0.1333,0.2750,0.0909,0.0984,0.8576,0.6000,0.1140,0.1026,0.1781,0.3141,0.1300,0.1000,0.0833,0.2250,0.1039,0.0984,1.0000,0.6500,0.0855,0.0855,0.1544,1.4106,0.1250,0.7000,0.5495,0.5000,0.1000,1.7315,0.8000,0.0792,0.1000,0.0000,0.3400,1,0
0.1000,0.0833,0.2250,0.1039,0.0984,1.0000,0.6500,0.0855,0.0855,0.1544,1.4106,0.1250,0.2000,0.1333,0.2750,0.0909,0.0984,0.8576,0.6000,0.1140,0.1026,0.1781,0.3141,0.1300,0.7000,0.6500,0.0000,0.1000,1.6812,0.9000,0.1192,0.1000,0.1000,0.3000,0,0
0.1000,0.0833,0.2000,0.0649,0.1311,0.3850,0.4500,0.0855,0.1805,0.0831,0.2865,0.1225,0.1000,0.1000,0.2500,0.1299,0.0984,0.9413,0.6500,0.1140,0.1292,0.1544,1.6406,0.1850,0.8000,0.4425,0.1000,0.0000,1.7825,0.4000,0.2167,0.1500,0.1000,0.1400,0,0
0.2000,0.1167,0.2625,0.0779,0.0984,1.2390,0.6500,0.1150,0.1066,0.1045,0.0326,0.1325,0.1000,0.1000,0.2500,0.1299,0.0984,0.9413,0.6500,0.1140,0.1292,0.1544,1.6406,0.1850,0.8000,0.6425,0.1000,0.1000,1.6825,0.1000,0.1654,0.1000,0.1000,0.3440,0,0
0.2000,0.1500,0.3125,0.1039,0.1148,0.9426,0.6500,0.1235,0.2223,0.2256,0.3722,0.1675,0.1000,0.1000,0.2500,0.1299,0.0984,0.9413,0.6500,0.1140,0.1292,0.1544,1.6406,0.1850,0.8000,0.6170,0.3000,0.5000,1.6952,0.4000,0.1038,0.1500,0.2000,0.4300,1,0
0.1000,0.1000,0.2500,0.1299,0.0984,0.9413,0.6500,0.1140,0.1292,0.1544,1.6406,0.1850,0.2000,0.1500,0.3125,0.1039,0.1148,0.9426,0.6500,0.1235,0.2223,0.2256,0.3722,0.1675,0.8000,0.6265,0.2000,0.1000,1.6905,0.1000,0.1654,0.1500,0.1000,0.1080,0,0
